# source:topology|BGP|19980401|routeviews|routeviews
# source:topology|BGP|19980402|routeviews|routeviews
# source:topology|BGP|19980403|routeviews|routeviews
# source:topology|BGP|19980404|routeviews|routeviews
# source:topology|BGP|19980406|routeviews|routeviews
# c1: 1 293 701 1239 1740 3561 3847 4200
# c2: 
# inferred clique: 1 293 701 1239 1740 3561 3847 4200
# IXP ASes: 1200 4635 5507 6695 7606 8714 9355 9439 9560 9722 9989 11670 17819 18398 21371 24029 24115 24990 35054 40633 42476 43100 47886 48850 55818
1|3|-1
1|6|-1
1|32|-1
1|33|-1
1|34|-1
1|46|-1
1|48|-1
1|49|-1
1|70|-1
1|71|-1
1|77|-1
1|90|-1
1|109|-1
1|140|-1
1|144|-1
1|157|-1
1|174|0
1|199|-1
1|201|-1
1|286|0
1|293|0
1|557|-1
1|613|-1
1|625|-1
1|668|-1
1|701|0
1|1236|-1
1|1239|0
1|1276|-1
1|1673|-1
1|1740|0
1|1830|-1
1|2024|-1
1|2041|0
1|2511|-1
1|2581|-1
1|2637|-1
1|2714|-1
1|2914|0
1|2918|-1
1|2933|0
1|3113|-1
1|3303|-1
1|3402|-1
1|3404|-1
1|3448|-1
1|3450|-1
1|3452|-1
1|3479|-1
1|3495|-1
1|3527|-1
1|3557|-1
1|3561|0
1|3564|-1
1|3614|-1
1|3680|-1
1|3703|-1
1|3705|-1
1|3720|-1
1|3739|0
1|3749|-1
1|3790|-1
1|3796|-1
1|3801|-1
1|3847|0
1|3857|-1
1|3909|-1
1|4010|-1
1|4129|-1
1|4183|0
1|4200|0
1|4309|-1
1|4355|-1
1|4454|-1
1|4511|-1
1|4534|0
1|4550|-1
1|4574|-1
1|4583|-1
1|4648|-1
1|4766|-1
1|4780|-1
1|4911|-1
1|4923|-1
1|4926|-1
1|5000|-1
1|5388|-1
1|5413|0
1|5494|-1
1|5661|-1
1|5662|-1
1|5684|-1
1|5691|-1
1|5693|-1
1|5723|-1
1|5727|-1
1|5737|-1
1|5790|-1
1|6059|-1
1|6166|-1
1|6203|-1
1|6227|-1
1|6245|-1
1|6362|-1
1|6394|-1
1|6410|-1
1|6431|-1
1|6432|-1
1|6433|-1
1|6469|-1
1|6470|-1
1|6478|-1
1|6525|-1
1|6527|-1
1|6545|-1
1|6553|-1
1|6555|-1
1|6566|-1
1|6597|-1
1|6606|-1
1|6607|-1
1|6742|-1
1|6932|-1
1|6949|-1
1|6989|-1
1|7015|-1
1|7016|-1
1|7017|-1
1|7019|-1
1|7026|-1
1|7061|-1
1|7068|-1
1|7128|-1
1|7133|-1
1|7139|-1
1|7140|-1
1|7152|-1
1|7160|-1
1|7176|-1
1|7203|-1
1|7219|-1
1|7269|-1
1|7284|-1
1|7318|-1
1|7322|-1
1|7323|-1
1|7331|-1
1|7332|-1
1|7365|-1
1|7391|-1
1|7418|-1
1|7426|-1
1|7430|-1
1|7462|-1
1|7725|-1
1|7754|-1
1|7756|-1
1|7800|-1
1|7806|-1
1|7823|-1
1|7838|-1
1|7884|-1
1|7903|-1
1|7946|-1
1|7977|-1
1|8009|-1
1|8043|-1
1|8076|-1
1|8078|-1
1|8081|-1
1|8091|-1
1|8118|-1
1|8137|-1
1|10302|-1
1|10326|-1
1|10332|-1
1|10342|-1
1|10355|-1
1|10361|-1
1|10379|-1
1|10395|-1
1|10437|-1
1|10442|-1
1|10506|-1
1|10536|-1
1|10553|-1
1|10561|-1
1|10562|-1
1|10581|-1
1|10616|-1
1|10725|-1
1|10750|-1
1|10782|-1
1|10809|-1
1|10935|-1
1|10946|-1
1|10988|-1
1|11015|-1
6|517|0
18|145|0
22|5303|-1
22|5855|-1
22|5881|-1
25|293|0
25|5653|-1
33|2497|0
33|2914|0
38|293|0
38|1224|-1
48|5058|-1
50|3450|-1
52|1852|-1
81|6250|-1
81|7207|-1
93|2495|-1
93|2640|-1
93|2698|-1
93|8036|-1
93|10363|-1
97|88|-1
97|293|0
97|6984|-1
103|145|0
103|293|0
103|5099|-1
103|7326|-1
104|5682|-1
114|8|-1
114|278|-1
114|293|0
114|297|-1
114|302|-1
114|701|0
114|1832|-1
114|3354|-1
114|6481|-1
114|8090|-1
137|5441|-1
137|5443|-1
137|5444|-1
137|5445|-1
137|5448|-1
137|5455|-1
137|6682|0
145|26|-1
145|27|-1
145|29|-1
145|38|-1
145|55|-1
145|104|-1
145|111|-1
145|160|-1
145|194|0
145|195|-1
145|210|-1
145|217|0
145|225|0
145|237|-1
145|293|0
145|297|0
145|693|0
145|1201|0
145|1224|-1
145|1312|0
145|1706|-1
145|1909|-1
145|3112|-1
145|3128|-1
145|4189|-1
145|4557|-1
145|5050|-1
145|5723|-1
145|6200|0
145|7377|0
145|10490|-1
145|10579|-1
145|10680|-1
145|10755|-1
174|286|0
174|293|0
174|297|0
174|298|-1
174|668|0
174|701|0
174|745|-1
174|1239|0
174|1290|-1
174|1673|0
174|1740|0
174|1932|-1
174|2056|0
174|2493|-1
174|2529|-1
174|2548|0
174|2554|-1
174|2914|0
174|3356|0
174|3561|0
174|3703|0
174|3720|0
174|3957|-1
174|4200|0
174|4694|0
174|4984|0
174|5413|0
174|5683|0
174|6071|-1
174|6082|0
174|6109|-1
174|6113|0
174|6195|-1
174|6199|-1
174|6261|0
174|6303|-1
174|6352|-1
174|6654|-1
174|7068|-1
174|7144|0
174|7226|0
174|7594|0
174|7884|-1
174|8013|-1
174|8355|-1
174|10337|-1
174|10404|-1
174|10415|-1
174|10515|-1
174|10641|-1
174|10690|-1
174|10722|-1
194|104|-1
194|3909|-1
195|1227|-1
224|8368|-1
